[INFO] Scanning for projects...
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:optimizer:jar:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 20, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:libnlopt4j:jnilib:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ org.nlopt4j:parent:1.0-SNAPSHOT, /Users/patrickli/git/nlopt4j/pom.xml, line 14, column 15
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-surefire-plugin is missing. @ line 65, column 15
[WARNING] 'build.plugins.plugin.version' for org.codehaus.mojo:native-maven-plugin is missing. @ line 28, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:parent:pom:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 14, column 15
[WARNING] 
[WARNING] It is highly recommended to fix these problems because they threaten the stability of your build.
[WARNING] 
[WARNING] For this reason, future Maven versions might no longer support building such malformed projects.
[WARNING] 
[INFO] ------------------------------------------------------------------------
[INFO] Reactor Build Order:
[INFO] 
[INFO] parent                                                             [pom]
[INFO] optimizer                                                          [jar]
[INFO] libnlopt4j                                                      [jnilib]
[INFO] 
[INFO] -------------------------< org.nlopt4j:parent >-------------------------
[INFO] Building parent 1.0-SNAPSHOT                                       [1/3]
[INFO] --------------------------------[ pom ]---------------------------------
[INFO] 
[INFO] -----------------------< org.nlopt4j:optimizer >------------------------
[INFO] Building optimizer 1.0-SNAPSHOT                                    [2/3]
[INFO] --------------------------------[ jar ]---------------------------------
[WARNING] The POM for Stock-analysis:Stock-analysis:jar:0.0.1-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
[INFO] 
[INFO] --- maven-resources-plugin:2.6:resources (default-resources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/main/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:compile (default-compile) @ optimizer ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-resources-plugin:2.6:testResources (default-testResources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:testCompile (default-testCompile) @ optimizer ---
[INFO] No sources to compile
[INFO] 
[INFO] --- maven-surefire-plugin:2.12.4:test (default-test) @ optimizer ---
[INFO] No tests to run.
[INFO] 
[INFO] -----------------------< org.nlopt4j:libnlopt4j >-----------------------
[INFO] Building libnlopt4j 1.0-SNAPSHOT                                   [3/3]
[INFO] -------------------------------[ jnilib ]-------------------------------
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:initialize (default-initialize) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:unzipinc (default-unzipinc) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:javah (default-javah) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'javah' '-o' '/Users/patrickli/git/nlopt4j/include/nlopt_jni.h' '-classpath' '/Users/patrickli/git/nlopt4j/maven-macosx/target/classes:/Users/patrickli/git/nlopt4j/maven-java/target/classes:/Users/patrickli/.m2/repository/junit/junit/4.11/junit-4.11.jar:/Users/patrickli/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/patrickli/.m2/repository/Stock-analysis/Stock-analysis/0.0.1-SNAPSHOT/Stock-analysis-0.0.1-SNAPSHOT.jar:/Users/patrickli/.m2/repository/org/apache/commons/commons-lang3/3.9/commons-lang3-3.9.jar' 'org.nlopt4j.optimizer.NLopt'
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:compile (default-compile) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:link (default-link) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'gcc' '-dynamiclib' '-framework' 'JavaVM' '/Users/patrickli/nlopt/lib/libnlopt.dylib' '-o' '/Users/patrickli/git/nlopt4j/maven-macosx/target/libnlopt4j.jnilib' 'objs/nlopt_jni.o'
[INFO] 
[INFO] --- maven-resources-plugin:3.1.0:testResources (default-testResources) @ libnlopt4j ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-macosx/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.8.1:testCompile (default-testCompile) @ libnlopt4j ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-surefire-plugin:3.0.0-M4:test (default-test) @ libnlopt4j ---
[INFO] 
[INFO] -------------------------------------------------------
[INFO]  T E S T S
[INFO] -------------------------------------------------------
[INFO] Running org.nlopt4j.optimizer.TestAlgoPerformance_CRS2_LM
##########09:18:37 NLOPT_Start_Time
Run,RSIMagnitude,RSILowerThan,SMAMagnitude,VolumeHigherThan,ReentryRSIMagnitude,ReentryRSILowerThan,TakeProfit,StopLoss,StartExecute,EndExecute,NetProfit,AnnualIncrement,TotalTradedVolume
797,9,40.0,61,1.84,300,50.0,1.32,0.75,14:12:48,14:13:10,1715080.6307929996,0.09991356639254767,4.9299313110699974E7
798,9,35.63,41,1.75,164,48.05,1.3,0.77,14:13:10,14:13:27,1819065.623292,0.10268421476806111,5.099554641080001E7
799,9,40.0,69,1.88,300,50.0,1.32,0.75,14:13:27,14:13:48,850930.3409229997,0.06953841824998008,2.9753962117699992E7
800,9,40.0,73,1.93,300,50.0,1.33,0.75,14:13:48,14:14:08,453143.14483400027,0.04709916589265273,2.2259643106600016E7
801,9,40.0,47,1.82,300,50.0,1.31,0.75,14:14:08,14:14:30,1054329.9012690003,0.07827655048681148,3.478815433310002E7
802,9,39.72,49,1.88,278,50.0,1.3,0.75,14:14:30,14:14:52,1059943.739554,0.07849959007849905,3.3428129124600016E7
803,9,40.0,62,1.79,300,50.0,1.32,0.75,14:14:52,14:15:13,1473460.2757599999,0.09291153706929212,3.939758577400001E7
804,9,38.0,42,1.69,265,48.62,1.29,0.76,14:15:13,14:15:34,1453628.735616,0.09229719886896715,5.259167039839998E7
805,9,40.0,59,1.88,300,50.0,1.34,0.75,14:15:34,14:15:56,1890340.3829220003,0.10450965803918377,4.397841982779998E7
806,9,36.57,50,1.69,210,48.36,1.3,0.77,14:15:56,14:16:15,2284413.004602,0.1136841354920537,6.504810567979995E7
807,9,38.12,48,1.88,256,48.98,1.31,0.75,14:16:15,14:16:35,1069888.2068770002,0.07889254852269745,3.0584107542300016E7
808,9,40.0,59,1.79,300,50.0,1.32,0.75,14:16:35,14:16:58,2179022.4530899995,0.1113681853734716,5.5481178570999995E7
809,9,38.0,45,1.77,181,48.46,1.29,0.76,14:16:58,14:17:16,2921047.258416,0.12601400483525427,7.981435679840009E7
810,9,37.28,41,1.68,191,48.67,1.28,0.76,14:17:16,14:17:36,2522223.348992001,0.11859662922457792,6.757139529079996E7
811,9,36.05,39,1.78,136,48.14,1.3,0.77,14:17:36,14:17:52,2500676.099882,0.11816805708256362,7.159189726180002E7
812,9,36.25,63,1.68,203,47.98,1.29,0.77,14:17:52,14:18:10,1642952.501064,0.09791077281602512,5.30544113236E7
813,9,40.0,54,1.89,300,50.0,1.33,0.75,14:18:10,14:18:32,1554103.6535739999,0.0953442625715053,3.840557588260001E7
814,9,37.5,64,1.74,288,49.51,1.31,0.75,14:18:32,14:18:53,2003521.9537249994,0.10729555120034773,5.623182542749998E7
815,9,40.0,52,1.9,300,50.0,1.32,0.75,14:18:53,14:19:16,2019390.362206,0.10767570340678168,5.25937801694E7
816,9,39.0,47,1.78,232,49.47,1.31,0.75,14:19:16,14:19:35,888829.217465,0.07127238709235018,2.650247323350001E7
817,9,40.0,60,1.86,300,50.0,1.32,0.75,14:19:35,14:19:58,2212617.5990780005,0.11211643058513898,5.953843401219997E7
818,9,40.0,67,1.84,300,50.0,1.3,0.75,14:19:58,14:20:19,821970.435663,0.06817647224251666,2.7058051073700015E7
819,9,40.0,52,1.81,300,49.99,1.33,0.75,14:20:19,14:20:40,998900.5382189997,0.07602591772670819,3.2866530848100018E7
820,9,37.81,72,1.91,300,50.0,1.34,0.76,14:20:40,14:21:00,1097692.8417100005,0.07997704422949492,3.0263471709000003E7
821,9,40.0,41,1.75,300,50.0,1.3,0.75,14:21:00,14:21:22,805906.0825480002,0.06740651591752767,2.9012541925200008E7
822,9,40.0,70,1.98,300,50.0,1.35,0.75,14:21:22,14:21:42,380289.9594479997,0.041786296096687714,1.71314801552E7
823,9,40.0,50,1.8,300,50.0,1.31,0.75,14:21:42,14:22:05,1586745.5094070004,0.09630047812234976,4.1988854989299975E7
824,9,37.65,30,1.84,190,50.0,1.33,0.76,14:22:05,14:22:23,450947.9511660001,0.046946354712023686,1.4184685833400007E7
825,9,40.0,62,1.82,300,50.0,1.31,0.75,14:22:23,14:22:45,1377674.7659709998,0.08988161315504417,3.992492456289999E7
826,9,36.41,71,1.81,300,49.9,1.33,0.77,14:22:45,14:23:06,1328826.6293939997,0.08827256355499213,3.5297529870600015E7
827,9,40.0,47,1.83,300,50.0,1.31,0.75,14:23:06,14:23:28,1215177.3835870002,0.08434407613968053,3.562512555130001E7
828,9,40.0,71,1.81,300,50.0,1.34,0.75,14:23:28,14:23:48,524071.540546,0.0518218371236534,1.9090575955400005E7
829,9,39.99,43,1.83,300,50.0,1.3,0.75,14:23:48,14:24:12,1803478.6444429997,0.10227724634814406,5.056205661570001E7
830,9,37.14,46,1.77,300,48.67,1.29,0.76,14:24:12,14:24:34,2653972.153082,0.1211513833200979,7.42578967218E7
831,9,38.41,39,1.88,223,48.59,1.34,0.75,14:24:34,14:24:55,1287456.62929,0.08687357690533237,3.2911117011000007E7
832,9,40.0,61,1.77,300,50.0,1.3,0.75,14:24:55,14:25:16,796027.8851020003,0.06692776594482797,2.8579607029799998E7
833,9,39.28,51,1.83,296,49.66,1.3,0.75,14:25:16,14:25:36,811662.2482139999,0.06768362034535524,2.6124357058599997E7
834,9,40.0,60,1.82,300,50.0,1.33,0.75,14:25:36,14:25:58,1497041.256412,0.09363358725765147,3.867238193879999E7
835,9,39.53,59,1.94,300,49.89,1.32,0.76,14:25:58,14:26:20,1501939.302965,0.09378243596541869,4.03588771935E7
836,9,40.0,56,1.82,300,50.0,1.31,0.75,14:26:20,14:26:43,1787087.4160350002,0.10184617720685152,5.018306999649998E7
837,9,40.0,73,1.84,300,50.0,1.3,0.75,14:26:43,14:27:04,1285925.6170110002,0.08682114147045716,3.69375811389E7
838,9,40.0,42,1.82,300,50.0,1.32,0.75,14:27:04,14:27:27,1709316.7014550003,0.09975604282074957,4.79059392545E7
839,9,38.73,46,1.77,300,49.1,1.32,0.75,14:27:27,14:27:49,1336213.180582,0.0885187934493048,3.484789779180002E7
840,9,40.0,64,1.84,299,50.0,1.32,0.75,14:27:49,14:28:11,1826110.4197320002,0.10286721866420523,5.182453992679998E7
841,9,38.56,56,1.75,249,49.55,1.31,0.75,14:28:11,14:28:31,1687667.6353499994,0.09916053192252194,4.422791000499999E7
842,9,40.0,58,1.9,300,50.0,1.32,0.75,14:28:31,14:28:53,1336476.4194770001,0.08852754898901094,3.9406889582299955E7
843,9,37.64,57,1.75,197,48.6,1.31,0.76,14:28:53,14:29:12,2026785.4196620001,0.10785202011734962,5.201252245379999E7
844,9,40.0,57,1.86,300,50.0,1.32,0.75,14:29:12,14:29:34,2766223.4464900005,0.1232440513728521,6.708050880100002E7
845,9,38.45,50,2.0,300,50.0,1.34,0.75,14:29:34,14:29:55,1452741.8281339998,0.09226957046206263,3.0908362616600007E7
846,9,40.0,63,1.81,300,50.0,1.31,0.75,14:29:55,14:30:17,1934896.60011,0.1056223491981454,4.842988751900003E7
847,9,39.29,62,1.83,286,49.13,1.3,0.75,14:30:17,14:30:39,1545229.9174749998,0.09508154906634458,4.975607780249997E7
848,9,40.0,55,1.82,300,50.0,1.33,0.75,14:30:39,14:31:01,1769547.252271,0.10138131557087227,4.34616655929E7
849,9,38.78,42,1.69,212,48.71,1.29,0.76,14:31:01,14:31:20,304944.1481590001,0.03568980512514375,2.0429421854099996E7
850,9,40.0,65,1.95,300,50.0,1.32,0.75,14:31:20,14:31:41,1060313.928217,0.07851426703521192,2.970089007830002E7
851,9,39.4,44,1.8,254,49.28,1.31,0.75,14:31:41,14:32:01,556222.8492539998,0.05383660067217355,2.0766489024599995E7
852,9,40.0,67,1.83,300,50.0,1.32,0.75,14:32:01,14:32:22,2056992.3447709996,0.10856674362592056,5.32010095229E7
853,9,39.05,44,1.94,227,50.0,1.35,0.75,14:32:22,14:32:41,685667.772,0.061281185558258455,1.6880694390000004E7
854,9,40.0,68,1.75,300,50.0,1.31,0.75,14:32:41,14:33:02,2078197.5431070002,0.10906329814176563,4.896209566929999E7
855,9,40.0,66,1.86,277,50.0,1.31,0.75,14:33:02,14:33:23,1367364.4608699996,0.08954573320947823,3.9960473403000005E7
856,9,40.0,49,1.82,300,50.0,1.32,0.75,14:33:23,14:33:46,1977249.8394989995,0.10666065877128861,4.8276651470099956E7
857,9,36.96,48,1.69,239,47.95,1.29,0.77,14:33:46,14:34:07,2615100.111712,0.120409057299949,7.630846419880003E7
858,9,36.4,47,1.67,155,47.91,1.27,0.77,14:34:07,14:34:24,2606243.479918,0.12023861033755101,8.115425879820004E7
859,9,36.2,46,1.82,178,49.5,1.29,0.76,14:34:24,14:34:41,2234237.0599110005,0.11259293836856155,6.3187787278899975E7
860,9,40.0,49,1.79,272,49.04,1.31,0.75,14:34:41,14:35:04,2740622.71296,0.1227732680471243,5.900720098400001E7
861,9,35.7,46,1.67,252,47.64,1.28,0.78,14:35:04,14:35:24,2836637.9928169996,0.12451993077892576,8.37402280883001E7
862,9,37.04,48,1.76,211,49.58,1.32,0.76,14:35:24,14:35:43,1600710.712263,0.09670478512973735,4.509663559369995E7
863,9,40.0,63,1.89,300,50.0,1.32,0.75,14:35:43,14:36:04,741697.1248350001,0.064219005433241,2.6206409436499998E7
864,9,40.0,58,1.85,241,50.0,1.32,0.75,14:36:04,14:36:25,1813511.3277390003,0.10253952193023319,4.8305255206099965E7
865,9,40.0,56,1.8,300,50.0,1.32,0.75,14:36:25,14:36:47,2518247.5796250002,0.11851778605222041,6.101524293750001E7
866,9,40.0,62,1.94,300,50.0,1.35,0.75,14:36:47,14:37:08,1111985.3968749999,0.0805265623601481,2.7838714972499993E7
867,9,40.0,52,1.75,300,49.99,1.31,0.75,14:37:08,14:37:30,1060300.2916670002,0.07851372645103316,3.468696472330001E7
868,9,38.14,62,1.75,252,48.71,1.3,0.76,14:37:30,14:37:50,1768757.275513,0.10136029108267253,5.740202320869997E7
869,9,40.0,55,1.88,300,50.0,1.32,0.75,14:37:50,14:38:12,2806943.911487,0.12398523932644379,6.924524617129998E7
870,9,40.0,68,1.87,300,50.0,1.32,0.75,14:38:12,14:38:33,1415647.6892249996,0.09110197715273793,3.945622023749998E7
871,9,39.99,47,1.79,300,50.0,1.32,0.75,14:38:33,14:38:55,1088455.1433819998,0.07961902717431224,2.9917348871799998E7
872,9,35.41,32,1.74,106,47.62,1.31,0.77,14:38:55,14:39:11,2049516.7525010002,0.10839067806093028,5.279862669989997E7
873,9,40.0,58,1.87,300,50.0,1.32,0.75,14:39:11,14:39:34,2161724.7785439994,0.11097915922052048,6.04611354756E7
874,9,37.41,46,1.93,233,50.0,1.35,0.75,14:39:34,14:39:52,785188.4426069998,0.06639768902906629,1.7322555089300007E7
875,9,40.0,60,1.79,300,50.0,1.29,0.75,14:39:52,14:40:14,1937014.5107489997,0.10567471305117482,5.689971504509999E7
876,9,35.71,46,1.73,217,48.84,1.29,0.77,14:40:14,14:40:32,2111352.708658,0.10983131378561684,6.161191818420001E7
877,9,40.0,65,1.83,300,50.0,1.34,0.75,14:40:32,14:40:51,679806.1248740001,0.06096472515011908,1.922062074260001E7
878,9,37.21,47,1.86,243,49.48,1.33,0.76,14:40:51,14:41:09,324443.5743229999,0.037333963228295186,1.5547320677699998E7
879,9,40.0,61,1.8,300,50.0,1.31,0.75,14:41:09,14:41:30,1318505.058024,0.08792671234918958,3.572132280760002E7
880,9,39.5,77,1.86,300,50.0,1.3,0.75,14:41:30,14:41:50,924376.7214949997,0.0728516919867368,3.301477797050003E7
881,9,40.0,47,1.81,300,50.0,1.32,0.75,14:41:50,14:42:12,1021774.7977829999,0.0769655482970526,2.920412954170001E7
882,9,40.0,62,1.72,300,49.88,1.31,0.75,14:42:12,14:42:34,904046.4626060002,0.07195387753295601,3.2687865369400017E7
883,9,40.0,55,1.84,300,50.0,1.32,0.75,14:42:34,14:42:57,2249660.445157999,0.11293052592590258,5.324496402420002E7
884,9,37.97,60,1.88,254,50.0,1.34,0.75,14:42:57,14:43:15,1252247.2965050002,0.08565536501178372,2.65241175195E7
885,9,40.0,55,1.8,300,50.0,1.31,0.75,14:43:15,14:43:37,1614410.5804960001,0.09709867755049673,4.600188876039998E7
886,9,36.61,39,1.77,166,48.35,1.28,0.76,14:43:37,14:43:55,1554120.655886,0.09534476479002318,4.98264918814E7
887,9,40.0,69,1.84,300,50.0,1.33,0.75,14:43:55,14:44:16,1221516.1219300001,0.08457044408766223,3.532361694699999E7
888,9,37.27,51,1.72,218,48.82,1.3,0.76,14:44:16,14:44:34,1856995.046209,0.10366277498917986,5.606661002909995E7
889,9,40.0,60,1.92,300,50.0,1.32,0.75,14:44:34,14:44:56,1265043.176962,0.08610109972967339,3.1701937103800017E7
890,9,35.78,36,1.73,153,48.32,1.28,0.77,14:44:56,14:45:13,2867741.735641,0.12507487343446,7.54130407059E7
891,9,40.0,59,1.91,215,48.91,1.35,0.75,14:45:13,14:45:32,1020534.696126,0.07691500480385716,3.0127205337400008E7
892,9,40.0,55,1.77,300,50.0,1.29,0.75,14:45:32,14:45:55,1967275.1629870003,0.10641778655763035,5.909593117129998E7
893,9,37.43,42,1.75,300,49.11,1.32,0.76,14:45:55,14:46:17,1086978.113794,0.07956157355107729,3.623369118059997E7
894,9,40.0,59,1.9,300,50.0,1.32,0.75,14:46:17,14:46:40,2274812.155803,0.11347690804620547,5.946690073969999E7
895,9,38.7,55,1.78,233,49.13,1.32,0.75,14:46:40,14:47:00,1594135.7423699996,0.09651478578176098,4.077931264299999E7
896,9,40.0,58,1.83,300,50.0,1.32,0.75,14:47:00,14:47:23,2223108.244753,0.1123481360431331,5.313213588469999E7
897,9,39.78,51,1.79,267,49.93,1.33,0.75,14:47:23,14:47:43,1642919.358354,0.09790983640524908,3.58845303346E7
898,9,40.0,58,1.84,300,50.0,1.32,0.75,14:47:43,14:48:06,2161444.343383,0.11097283084291143,5.805393769169999E7
899,9,40.0,62,1.83,294,49.01,1.31,0.76,14:48:06,14:48:28,1375442.506702,0.08980905924433435,4.26892726198E7
900,9,40.0,55,1.82,300,50.0,1.32,0.75,14:48:28,14:48:50,2440973.2079319996,0.11696400219995406,6.330578808679997E7
901,9,39.01,57,1.82,263,49.17,1.31,0.75,14:48:50,14:49:10,1389254.838372,0.09025652828229225,3.929137975279997E7
902,9,40.0,57,1.82,300,50.0,1.32,0.75,14:49:10,14:49:32,2623053.8688389994,0.1205617095618432,6.3827025536100015E7
903,9,37.8,48,1.74,249,48.74,1.29,0.76,14:49:32,14:49:53,2547993.4604310007,0.11910513023693436,6.975357357690002E7
904,9,40.0,73,1.84,300,50.0,1.31,0.75,14:49:53,14:50:15,2067716.067584,0.10881838523156917,5.5301559711600035E7
905,9,40.0,47,1.82,300,50.0,1.32,0.75,14:50:15,14:50:37,854526.7361479998,0.06970527392691284,2.7002066935200002E7
906,9,37.87,57,1.76,226,49.31,1.3,0.75,14:50:37,14:50:55,1004328.5820059997,0.07625030570662994,3.127546791940001E7
907,9,40.0,57,1.85,300,50.0,1.32,0.75,14:50:55,14:51:18,1931017.0048639998,0.10552630654344664,4.9373880083599985E7
908,9,40.0,56,1.8,300,48.61,1.27,0.75,14:51:18,14:51:42,2767378.5318199997,0.1232652046032463,7.806995284800006E7
909,9,38.13,45,1.79,225,48.6,1.3,0.76,14:51:42,14:52:02,1856779.0451659998,0.10365724869807535,5.27362257734E7
910,9,40.0,65,1.86,300,50.0,1.34,0.75,14:52:02,14:52:23,1286200.508813,0.0868305597440513,3.669616463870002E7
911,9,36.87,46,1.82,228,48.66,1.28,0.77,14:52:23,14:52:42,1841977.2726410003,0.10327729378277262,5.985265976589997E7
912,9,40.0,60,1.82,300,50.0,1.33,0.75,14:52:42,14:53:03,984262.6271209999,0.07541633647526313,3.0935134817900017E7
913,9,39.41,71,1.79,247,50.0,1.35,0.75,14:53:03,14:53:22,1798758.213194,0.1021534329104079,3.541875060060002E7
914,9,40.0,42,1.84,300,49.99,1.3,0.75,14:53:22,14:53:46,1728019.8134139995,0.10026563057906124,5.04117798486E7
915,9,37.63,54,1.75,223,48.74,1.29,0.76,14:53:46,14:54:05,2071996.9080399997,0.10891853666014595,6.047647216599999E7
916,9,40.0,59,1.84,300,50.0,1.33,0.75,14:54:05,14:54:26,792567.5809879999,0.06675909129340907,2.2583586861200005E7
917,9,40.0,70,1.89,300,50.0,1.33,0.75,14:54:26,14:54:46,977125.7612709997,0.07511673127482177,2.95445222329E7
918,9,40.0,45,1.77,300,50.0,1.31,0.75,14:54:46,14:55:08,863408.2034419999,0.07011522586803465,2.867917121580001E7
919,9,40.0,61,1.82,198,50.0,1.33,0.75,14:55:08,14:55:27,1965089.077135,0.10636442222063014,4.881567242649999E7
920,9,39.99,56,1.82,300,50.0,1.32,0.75,14:55:27,14:55:49,1738919.8076090005,0.10056055811932763,4.603921560909996E7
921,9,38.24,45,1.65,195,48.51,1.29,0.76,14:55:49,14:56:08,2807097.0264969994,0.12398800884832073,7.882810411030011E7
922,9,36.95,51,1.8,225,48.32,1.3,0.77,14:56:08,14:56:28,2219785.9399399995,0.11227485593384179,6.1364859156E7
923,9,40.0,58,1.83,300,50.0,1.32,0.75,14:56:28,14:56:51,2111124.730683,0.10982606717739896,5.495372664170001E7
924,9,37.74,49,1.8,244,48.21,1.27,0.77,14:56:51,14:57:11,2096887.432990001,0.10949747751258743,6.344014198100001E7
925,9,40.0,62,1.84,300,50.0,1.34,0.75,14:57:11,14:57:33,1505816.352403,0.09389998489288831,3.811281544969999E7
926,9,39.77,46,1.86,287,49.58,1.31,0.75,14:57:33,14:57:55,1411494.802434,0.0909697693239222,4.027543929659999E7
927,9,40.0,60,1.79,300,50.0,1.32,0.75,14:57:55,14:58:16,1887411.2169329994,0.10443575744662859,4.686853272670001E7
928,9,38.47,52,1.81,300,50.0,1.29,0.75,14:58:16,14:58:38,1328669.819528,0.08826732482436173,4.68249812972E7
929,9,40.0,59,1.84,300,49.99,1.33,0.75,14:58:38,14:59:00,2201699.9308649995,0.11187431556945393,5.65032946535E7
930,9,37.75,39,1.77,205,49.13,1.32,0.76,14:59:00,14:59:19,1334148.727824,0.08845008163514478,3.2925284027600005E7
931,9,40.0,69,1.84,300,50.0,1.32,0.75,14:59:19,14:59:41,1610660.5368629997,0.09699112484270689,4.289152088369998E7
932,9,39.76,77,1.9,300,49.52,1.28,0.75,14:59:41,15:00:02,1032435.0272990004,0.07739818430824075,3.575891609009999E7
933,9,40.0,39,1.8,300,50.0,1.33,0.75,15:00:02,15:00:24,727596.7357420002,0.06349407104800853,2.318570625580001E7
934,9,39.34,68,1.82,300,50.0,1.31,0.75,15:00:24,15:00:47,1485946.8140269998,0.09329500350964093,4.516195597730001E7
935,9,40.0,48,1.83,300,50.0,1.32,0.75,15:00:47,15:01:08,831143.5198100002,0.0686114489862879,2.7133847579E7
936,9,39.01,54,1.82,287,50.0,1.34,0.75,15:01:08,15:01:30,1709284.9289109998,0.0997551733134765,3.7242167138900004E7
937,9,40.0,58,1.83,300,50.0,1.29,0.75,15:01:30,15:01:52,801372.2864780002,0.06718729058729678,3.100815973220001E7
938,9,40.0,64,1.86,300,49.91,1.3,0.75,15:01:52,15:02:13,1274200.9999310002,0.0864179849471014,4.013535909690002E7
939,9,39.99,50,1.79,300,50.0,1.33,0.75,15:02:13,15:02:35,1190410.4793859997,0.08345089342446665,3.023737149140001E7
940,9,40.0,57,1.92,300,50.0,1.34,0.75,15:02:35,15:02:57,1160614.668661,0.08235747333356547,3.14534168639E7
941,9,40.0,56,1.76,300,50.0,1.31,0.75,15:02:57,15:03:19,1823664.2183370003,0.10280373863965608,5.26760238163E7
942,9,37.84,52,1.82,204,49.42,1.32,0.75,15:03:19,15:03:37,1475579.984894,0.09297681454875284,4.0333083840599984E7
943,9,40.0,57,1.82,300,50.0,1.32,0.75,15:03:37,15:03:59,2623053.8688389994,0.1205617095618432,6.3827025536100015E7
944,9,40.0,64,1.89,297,49.9,1.31,0.75,15:03:59,15:04:21,1501107.2286980003,0.09375717684877727,4.070545518019999E7
945,9,39.99,54,1.76,300,50.0,1.32,0.75,15:04:21,15:04:43,1556695.672453,0.0954207758070813,4.304425084469997E7
946,9,37.29,54,1.76,165,48.49,1.29,0.77,15:04:43,15:05:00,2054828.7153190002,0.10851584031856576,5.84177042181E7
947,9,40.0,59,1.83,300,50.0,1.34,0.75,15:05:00,15:05:21,1403218.4319949998,0.09070537835271586,3.293496411050001E7
948,9,40.0,58,1.94,300,50.0,1.34,0.75,15:05:21,15:05:44,1915730.5347089996,0.1051463264151331,4.263274803910002E7
949,9,40.0,56,1.74,300,50.0,1.3,0.75,15:05:44,15:06:06,750647.2977309998,0.06467433389599186,3.2098661306900002E7
950,9,40.0,61,1.83,300,48.65,1.3,0.76,15:06:06,15:06:28,2181449.0764180007,0.11142255395777267,6.1575841278199956E7
951,9,40.0,54,1.82,300,50.0,1.33,0.75,15:06:28,15:06:51,2703418.515788,0.12208234702263665,6.1739571271199994E7
952,9,38.92,56,1.71,225,48.84,1.29,0.75,15:06:51,15:07:11,2188825.4051749995,0.11158751129705857,6.1999241262499996E7
953,9,40.0,57,1.94,300,50.0,1.33,0.75,15:07:11,15:07:32,1349768.7715519997,0.08896793295857308,3.545951386480001E7
954,9,37.92,57,1.79,255,49.17,1.3,0.76,15:07:32,15:07:52,1145525.3046880001,0.08179562863788914,4.1523044721200004E7
955,9,40.0,57,1.83,300,50.0,1.32,0.75,15:07:52,15:08:15,2613429.314999,0.1203769402966064,6.984411387010002E7
956,9,40.0,64,1.82,300,49.51,1.3,0.75,15:08:15,15:08:36,1115843.3713510004,0.08067398751213606,3.596836489490001E7
957,9,40.0,52,1.83,300,50.0,1.32,0.75,15:08:36,15:08:59,2476610.3824849995,0.11768567414133502,6.2945678771500014E7
958,9,40.0,53,1.83,294,50.0,1.32,0.75,15:08:59,15:09:21,1197943.5297950003,0.08372404500723696,3.0966357620500006E7
959,9,40.0,57,1.82,300,50.0,1.31,0.75,15:09:21,15:09:43,1150764.2608240002,0.08199132725547975,4.1421590647599995E7
960,9,40.0,73,1.88,300,49.92,1.33,0.75,15:09:43,15:10:05,1576530.2697659996,0.09600293203642285,3.983710748340001E7
961,9,40.0,46,1.81,300,50.0,1.31,0.75,15:10:05,15:10:27,1220761.8077020003,0.08454355315886541,3.4461043879800014E7
